itemid,name,source_type,confidence,policy_hint,reason,path_family,file,line,context,auto_live_promotion
638,sprig_of_sage,NPC_VENDOR_REFERENCE,HIGH,VENDOR_REVIEW,LOCAL_SHOP_CONTEXT,NPC_SCRIPT,scripts/zones/Southern_San_dOria/npcs/Aveline.lua,21,"{ xi.item.FAERIE_APPLE,                43, 2, }, ||         { xi.item.SARUTA_ORANGE,               33, 1, }, ||         { xi.item.BUNCH_OF_SAN_DORIAN_GRAPES,  76, 3, }, ||         { xi.item.SAN_DORIAN_CARROT,           33, 3, }, ||         { xi.item.LA_THEINE_CABBAGE,           24, 2, }, ||         { xi.item.FROST_TURNIP,                33, 1, }, ||         { xi.item.FLASK_OF_OLIVE_OIL,          15, 3, }, ||         { xi.item.SPRIG_OF_SAGE,              185, 3, }, ||         { xi.item.HANDFUL_OF_BAY_LEAVES,      130, 1, }, ||         { xi.item.BOTTLE_OF_APPLE_VINEGAR,     88, 1, }, ||     } ||  ||     player:showText(npc, ID.text.RAIMBROYS_SHOP_DIALOG) ||     xi.shop.nation(player, stock, xi.nation.SANDORIA) || end",0
639,ronfaure_chestnut,CHOCOBO_DIGGING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_CHOCOBO_DIGGING_REFERENCE,CHOCOBO_DIGGING,scripts/globals/hobbies/chocobo_digging/data.lua,718,"[ 3] = { xi.item.CLUMP_OF_MOKO_GRASS,    50, xi.craftRank.RECRUIT  }, ||             [ 4] = { xi.item.ARROWWOOD_LOG,          50, xi.craftRank.AMATEUR  }, ||             [ 5] = { xi.item.MAPLE_LOG,              50, xi.craftRank.RECRUIT  }, ||             [ 6] = { xi.item.ASH_LOG,                50, xi.craftRank.RECRUIT  }, ||             [ 7] = { xi.item.CHESTNUT_LOG,           10, xi.craftRank.INITIATE }, ||             [ 8] = { xi.item.CHOCOBO_FEATHER,        50, xi.craftRank.INITIATE }, ||             [ 9] = { xi.item.BAG_OF_VEGETABLE_SEEDS, 10, xi.craftRank.NOVICE   }, ||             [10] = { xi.item.RONFAURE_CHESTNUT,      10, xi.craftRank.NOVICE   }, ||             [11] = { xi.item.SPRIG_OF_MISTLETOE,     10, xi.craftRank.NOVICE   }, ||         }, ||         [xi.chocoboDig.layer.BURROW] = -- Set: Gysahl Greens ||         { ||             [1] = { xi.item.BUNCH_OF_GYSAHL_GREENS, 150, xi.craftRank.AMATEUR  }, ||             [2] = { xi.item.CHAMOMILE,               50, xi.craftRank.AMATEUR  }, ||             [3] = { xi.item.GINGER_ROOT,             50, xi.craftRank.RECRUIT  },",0
639,ronfaure_chestnut,CHOCOBO_DIGGING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_CHOCOBO_DIGGING_REFERENCE,CHOCOBO_DIGGING,scripts/globals/hobbies/chocobo_digging/data.lua,756,"[ 1] = { xi.item.LITTLE_WORM,        50, xi.craftRank.AMATEUR    }, ||             [ 2] = { xi.item.ACORN,              50, xi.craftRank.AMATEUR    }, ||             [ 3] = { xi.item.ARROWWOOD_LOG,      50, xi.craftRank.AMATEUR    }, ||             [ 4] = { xi.item.MAPLE_LOG,          50, xi.craftRank.RECRUIT    }, ||             [ 5] = { xi.item.ASH_LOG,            50, xi.craftRank.RECRUIT    }, ||             [ 6] = { xi.item.CHESTNUT_LOG,       10, xi.craftRank.INITIATE   }, ||             [ 7] = { xi.item.BAG_OF_FRUIT_SEEDS, 10, xi.craftRank.INITIATE   }, ||             [ 8] = { xi.item.RONFAURE_CHESTNUT,  10, xi.craftRank.NOVICE     }, ||             [ 9] = { xi.item.CHOCOBO_FEATHER,    50, xi.craftRank.NOVICE     }, ||             [10] = { xi.item.SPRIG_OF_MISTLETOE, 10, xi.craftRank.APPRENTICE }, ||             [11] = { xi.item.KING_TRUFFLE,       10, xi.craftRank.ARTISAN    }, ||         }, ||         [xi.chocoboDig.layer.BURROW] = -- Set: Gysahl Greens ||         { ||             [1] = { xi.item.BUNCH_OF_GYSAHL_GREENS, 150, xi.craftRank.AMATEUR  },",0
639,ronfaure_chestnut,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,984,"drops = ||                 { ||                     { 1920, xi.item.ARROWWOOD_LOG      }, -- n=1811/9446, 95% CI +/-0.79pp ||                     { 1680, xi.item.ASH_LOG            }, -- n=1583/9446, 95% CI +/-0.75pp ||                     { 1660, xi.item.MAPLE_LOG          }, -- n=1569/9446, 95% CI +/-0.75pp ||                     { 1340, xi.item.WALNUT             }, -- n=1270/9446, 95% CI +/-0.69pp ||                     {  820, xi.item.CHESTNUT_LOG       }, -- n= 777/9446, 95% CI +/-0.55pp ||                     {  690, xi.item.RONFAURE_CHESTNUT  }, -- n= 650/9446, 95% CI +/-0.51pp ||                     {  660, xi.item.WALNUT_LOG         }, -- n= 623/9446, 95% CI +/-0.50pp ||                     {  530, xi.item.OAK_LOG            }, -- n= 505/9446, 95% CI +/-0.45pp ||                     {  390, xi.item.BAG_OF_FRUIT_SEEDS }, -- n= 366/9446, 95% CI +/-0.39pp ||                     {  310, xi.item.TEAK_LOG           }, -- n= 292/9446, 95% CI +/-0.35pp ||                 }, ||  ||                 points =",0
639,ronfaure_chestnut,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1143,"||                 drops = ||                 { ||                     { 2740, xi.item.ARROWWOOD_LOG      }, -- n=2026/7373, 95% CI +/-1.02pp ||                     { 2740, xi.item.MAPLE_LOG          }, -- n=2019/7373, 95% CI +/-1.02pp ||                     { 2060, xi.item.ASH_LOG            }, -- n=1521/7373, 95% CI +/-0.92pp ||                     {  960, xi.item.YEW_LOG            }, -- n= 708/7373, 95% CI +/-0.67pp ||                     {  700, xi.item.RONFAURE_CHESTNUT  }, -- n= 514/7373, 95% CI +/-0.58pp ||                     {  400, xi.item.CHESTNUT_LOG       }, -- n= 293/7373, 95% CI +/-0.45pp ||                     {  400, xi.item.BAG_OF_FRUIT_SEEDS }, -- n= 292/7373, 95% CI +/-0.45pp ||                 }, ||  ||                 points = ||                 { ||                     { 209.400, -50.050,  140.920 },",0
640,chunk_of_copper_ore,CHOCOBO_DIGGING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_CHOCOBO_DIGGING_REFERENCE,CHOCOBO_DIGGING,scripts/globals/hobbies/chocobo_digging/data.lua,917,"[2] = { xi.item.COIN_OF_ADVANCEMENT,  5, xi.craftRank.ADEPT }, ||         }, ||         [xi.chocoboDig.layer.REGULAR] = ||         { ||             [1] = { xi.item.PEBBLE,                50, xi.craftRank.AMATEUR    }, ||             [2] = { xi.item.FLINT_STONE,           50, xi.craftRank.AMATEUR    }, ||             [3] = { xi.item.BONE_CHIP,             50, xi.craftRank.AMATEUR    }, ||             [4] = { xi.item.CHUNK_OF_COPPER_ORE,   50, xi.craftRank.RECRUIT    }, ||             [5] = { xi.item.BIRD_FEATHER,          50, xi.craftRank.RECRUIT    }, ||             [6] = { xi.item.CHUNK_OF_IRON_ORE,     50, xi.craftRank.INITIATE   }, ||             [7] = { xi.item.RED_JAR,               50, xi.craftRank.NOVICE     }, ||             [8] = { xi.item.BLACK_CHOCOBO_FEATHER,  5, xi.craftRank.APPRENTICE }, ||             [9] = { xi.item.REISHI_MUSHROOM,        5, xi.craftRank.JOURNEYMAN }, ||         }, ||         [xi.chocoboDig.layer.BURROW] = -- Set: Beastcoins",0
640,chunk_of_copper_ore,CHOCOBO_DIGGING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_CHOCOBO_DIGGING_REFERENCE,CHOCOBO_DIGGING,scripts/globals/hobbies/chocobo_digging/data.lua,1430,"[1] = { xi.item.PLATE_OF_HEAVY_METAL, 5, xi.craftRank.ADEPT }, ||             [2] = { xi.item.COIN_OF_ADVANCEMENT,  5, xi.craftRank.ADEPT }, ||         }, ||         [xi.chocoboDig.layer.REGULAR] = ||         { ||             [1] = { xi.item.FLINT_STONE,           240, xi.craftRank.AMATEUR    }, ||             [2] = { xi.item.PEBBLE,                100, xi.craftRank.AMATEUR    }, ||             [3] = { xi.item.CHUNK_OF_COPPER_ORE,    50, xi.craftRank.RECRUIT    }, ||             [4] = { xi.item.GIANT_FEMUR,            50, xi.craftRank.RECRUIT    }, ||             [5] = { xi.item.LIZARD_MOLT,            50, xi.craftRank.INITIATE   }, ||             [6] = { xi.item.BLACK_CHOCOBO_FEATHER,  10, xi.craftRank.NOVICE     }, ||             [7] = { xi.item.GOLD_BEASTCOIN,         10, xi.craftRank.APPRENTICE }, ||             [8] = { xi.item.CHUNK_OF_ADAMAN_ORE,     5, xi.craftRank.JOURNEYMAN }, ||         }, ||         [xi.chocoboDig.layer.BURROW] = -- Set: Ores 4",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1585,"breakRate  = 41.61, -- n=11630, 95% CI +/-0.9pp ||  ||                 drops = ||                 { ||                     { 1230, xi.item.IGNEOUS_ROCK           }, -- n=997/7930, 95% CI +/-0.73pp ||                     { 1230, xi.item.CHUNK_OF_ZINC_ORE      }, -- n=978/7930, 95% CI +/-0.72pp ||                     { 1150, xi.item.CHUNK_OF_TIN_ORE       }, -- n=913/7930, 95% CI +/-0.70pp ||                     { 1130, xi.item.CHUNK_OF_COPPER_ORE    }, -- n=897/7930, 95% CI +/-0.70pp ||                     { 1060, xi.item.CHUNK_OF_IRON_ORE      }, -- n=839/7930, 95% CI +/-0.68pp ||                     { 1060, xi.item.CHUNK_OF_SILVER_ORE    }, -- n=838/7930, 95% CI +/-0.68pp ||                     {  590, xi.item.MOBLIN_MASK            }, -- n=465/7930, 95% CI +/-0.52pp ||                     {  580, xi.item.GOBLIN_DIE             }, -- n=456/7930, 95% CI +/-0.51pp ||                     {  570, xi.item.MOBLIN_HELM            }, -- n=449/7930, 95% CI +/-0.51pp ||                     {  560, xi.item.SUIT_OF_MOBLIN_MAIL    }, -- n=444/7930, 95% CI +/-0.51pp ||                     {  530, xi.item.SUIT_OF_MOBLIN_ARMOR   }, -- n=420/7930, 95% CI +/-0.49pp",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1620,"{ ||                 obtainRate = 67.53, -- n=11963, 95% CI +/-0.84pp ||                 breakRate  = 56.62, -- n=11963, 95% CI +/-0.89pp ||                 minLevel  = 20, ||  ||                 drops = ||                 { ||                     { 1520, xi.item.CHUNK_OF_COPPER_ORE    }, -- n=1227/8080, 95% CI +/-0.78pp ||                     { 1400, xi.item.IGNEOUS_ROCK           }, -- n=1128/8080, 95% CI +/-0.76pp ||                     { 1360, xi.item.CHUNK_OF_IRON_ORE      }, -- n=1098/8080, 95% CI +/-0.75pp ||                     { 1340, xi.item.CHUNK_OF_SILVER_ORE    }, -- n=1084/8080, 95% CI +/-0.74pp ||                     { 1340, xi.item.CHUNK_OF_ZINC_ORE      }, -- n=1080/8080, 95% CI +/-0.74pp ||                     { 1330, xi.item.CHUNK_OF_TIN_ORE       }, -- n=1076/8080, 95% CI +/-0.74pp ||                     {  770, xi.item.RED_ROCK               }, -- n= 624/8080, 95% CI +/-0.58pp ||                     {  280, xi.item.CHUNK_OF_ALUMINUM_ORE  }, -- n= 230/8080, 95% CI +/-0.36pp",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1770,"breakRate  = 36.80, -- n=10255, 95% CI +/-0.93pp ||  ||                 drops = ||                 { ||                     { 1820, xi.item.CHUNK_OF_ZINC_ORE     }, -- n=1209/6658, 95% CI +/-0.93pp ||                     { 1580, xi.item.CHUNK_OF_TIN_ORE      }, -- n=1055/6658, 95% CI +/-0.88pp ||                     { 1540, xi.item.PEBBLE                }, -- n=1024/6658, 95% CI +/-0.87pp ||                     { 1490, xi.item.CHUNK_OF_COPPER_ORE   }, -- n= 995/6658, 95% CI +/-0.86pp ||                     { 1250, xi.item.CHUNK_OF_IRON_ORE     }, -- n= 831/6658, 95% CI +/-0.79pp ||                     {  890, xi.item.CHUNK_OF_SILVER_ORE   }, -- n= 592/6658, 95% CI +/-0.68pp ||                     {  680, xi.item.CHUNK_OF_MYTHRIL_ORE  }, -- n= 453/6658, 95% CI +/-0.61pp ||                     {  160, xi.item.SUIT_OF_MOBLIN_ARMOR  }, -- n= 106/6658, 95% CI +/-0.30pp ||                     {  150, xi.item.CHUNK_OF_PLATINUM_ORE }, -- n=  99/6658, 95% CI +/-0.29pp ||                     {  150, xi.item.SUIT_OF_MOBLIN_MAIL   }, -- n=  99/6658, 95% CI +/-0.29pp ||                     {  150, xi.item.MOBLIN_MASK           }, -- n=  98/6658, 95% CI +/-0.29pp",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1826,"breakRate  = 50.69, -- n=13195, 95% CI +/-0.85pp ||  ||                 drops = ||                 { ||                     { 2110, xi.item.CHUNK_OF_IRON_ORE      }, -- n=1854/8831, 95% CI +/-0.85pp ||                     { 1580, xi.item.CHUNK_OF_TIN_ORE       }, -- n=1392/8831, 95% CI +/-0.76pp ||                     { 1510, xi.item.PEBBLE                 }, -- n=1336/8831, 95% CI +/-0.75pp ||                     { 1470, xi.item.CHUNK_OF_COPPER_ORE    }, -- n=1302/8831, 95% CI +/-0.74pp ||                     { 1470, xi.item.CHUNK_OF_ZINC_ORE      }, -- n=1301/8831, 95% CI +/-0.74pp ||                     { 1100, xi.item.FLINT_STONE            }, -- n= 974/8831, 95% CI +/-0.65pp ||                     {  320, xi.item.CHUNK_OF_SILVER_ORE    }, -- n= 283/8831, 95% CI +/-0.37pp ||                     {  160, xi.item.CHUNK_OF_DARKSTEEL_ORE }, -- n= 140/8831, 95% CI +/-0.26pp ||                     {  150, xi.item.RED_ROCK               }, -- n= 133/8831, 95% CI +/-0.25pp ||                     {  130, xi.item.CHUNK_OF_GOLD_ORE      }, -- n= 116/8831, 95% CI +/-0.24pp ||                 },",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1884,"obtainRate = 65.21, -- n=11346, 95% CI +/-0.88pp ||                 breakRate  = 46.83, -- n=11346, 95% CI +/-0.92pp ||  ||                 drops = ||                 { ||                     { 1540, xi.item.PEBBLE                }, -- n=1138/7407, 95% CI +/-0.82pp ||                     { 1520, xi.item.CHUNK_OF_TIN_ORE      }, -- n=1127/7407, 95% CI +/-0.82pp ||                     { 1510, xi.item.CHUNK_OF_COPPER_ORE   }, -- n=1122/7407, 95% CI +/-0.82pp ||                     { 1490, xi.item.CHUNK_OF_ZINC_ORE     }, -- n=1102/7407, 95% CI +/-0.81pp ||                     { 1450, xi.item.CHUNK_OF_IRON_ORE     }, -- n=1075/7407, 95% CI +/-0.80pp ||                     { 1260, xi.item.CHUNK_OF_SILVER_ORE   }, -- n= 935/7407, 95% CI +/-0.76pp ||                     { 1090, xi.item.CHUNK_OF_MYTHRIL_ORE  }, -- n= 806/7407, 95% CI +/-0.71pp ||                     {  140, xi.item.CHUNK_OF_PLATINUM_ORE }, -- n= 102/7407, 95% CI +/-0.27pp ||                 }, ||",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1922,"obtainRate = 89.88, -- n=12960, 95% CI +/-0.52pp ||                 breakRate  = 38.32, -- n=12960, 95% CI +/-0.84pp ||  ||                 drops = ||                 { ||                     { 2260, xi.item.CHUNK_OF_IRON_ORE      }, -- n=2650/11653, 95% CI +/-0.76pp ||                     { 1690, xi.item.SNAPPING_MOLE          }, -- n=1969/11653, 95% CI +/-0.68pp ||                     { 1690, xi.item.CHUNK_OF_COPPER_ORE    }, -- n=1966/11653, 95% CI +/-0.68pp ||                     { 1640, xi.item.PEBBLE                 }, -- n=1909/11653, 95% CI +/-0.67pp ||                     { 1380, xi.item.CHUNK_OF_ZINC_ORE      }, -- n=1606/11653, 95% CI +/-0.63pp ||                     { 1110, xi.item.CHUNK_OF_TIN_ORE       }, -- n=1291/11653, 95% CI +/-0.57pp ||                     {  180, xi.item.CHUNK_OF_SILVER_ORE    }, -- n= 206/11653, 95% CI +/-0.24pp ||                     {   50, xi.item.CHUNK_OF_DARKSTEEL_ORE }, -- n=  56/11653, 95% CI +/-0.13pp ||                 }, ||",0
640,chunk_of_copper_ore,HELM_GATHERING,HIGH,ORDINARY_SOURCE_CANDIDATE,LSB_HELM_SOURCE_REFERENCE,HELM,scripts/globals/hobbies/helm/data.lua,1972,"xi.item.CHUNK_OF_GOLD_ORE, ||                     }, ||                 }, ||  ||                 drops = ||                 { ||                     { 1630, xi.item.CHUNK_OF_ZINC_ORE      }, -- n=1737/10098, 95% CI +/-0.72pp ||                     { 1620, xi.item.CHUNK_OF_COPPER_ORE    }, -- n=1728/10098, 95% CI +/-0.72pp ||                     { 1620, xi.item.CHUNK_OF_IRON_ORE      }, -- n=1728/10098, 95% CI +/-0.72pp ||                     { 1620, xi.item.CHUNK_OF_TIN_ORE       }, -- n=1726/10098, 95% CI +/-0.71pp ||                     { 1600, xi.item.PEBBLE                 }, -- n=1709/10098, 95% CI +/-0.71pp ||                     {  850, xi.item.CHUNK_OF_SILVER_ORE    }, -- n= 910/10098, 95% CI +/-0.54pp ||                     {  570, xi.item.CHUNK_OF_DARKSTEEL_ORE }, -- Special: rate goes down with each pool obtain and resets on zoning ||                     {  360, xi.item.RED_ROCK               }, -- n= 390/10098, 95% CI +/-0.36pp ||                     {  130, xi.item.CHUNK_OF_GOLD_ORE      }, -- Special: rate goes down with each pool obtain and resets on zoning",0
640,chunk_of_copper_ore,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Port_Bastok/npcs/Denvihr.lua,14,"|| entity.onTrigger = function(player, npc) ||     local stock = ||     { ||         { xi.item.ASH_LOG,                    96, 2 }, ||         { xi.item.CHESTNUT_LOG,              2826, 2 }, ||         { xi.item.OAK_LOG,                   6260, 1 }, ||         { xi.item.CHUNK_OF_COPPER_ORE,         12, 3 }, ||         { xi.item.CHUNK_OF_IRON_ORE,          900, 2 }, ||         { xi.item.CHUNK_OF_MYTHRIL_ORE,      1981, 1 }, ||         { xi.item.CLUMP_OF_MOKO_GRASS,         20, 2 }, ||         { xi.item.BIRD_EGG,                    55, 2 }, ||         { xi.item.FLAX_FLOWER,                248, 1 }, ||         { xi.item.SET_OF_KAISERIN_COSMETICS, 2000, 3 }, ||     }",0
640,chunk_of_copper_ore,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Port_San_dOria/npcs/Albinie.lua,16,"|| entity.onTrigger = function(player, npc) ||     local stock = ||     { ||         { xi.item.ASH_LOG,                   96, 3, }, ||         { xi.item.CHESTNUT_LOG,            2826, 2, }, ||         { xi.item.OAK_LOG,                 6320, 1, }, ||         { xi.item.CHUNK_OF_COPPER_ORE,       12, 2, }, ||         { xi.item.CHUNK_OF_IRON_ORE,        900, 2, }, ||         { xi.item.CHUNK_OF_MYTHRIL_ORE,    2000, 1, }, ||         { xi.item.CLUMP_OF_MOKO_GRASS,       20, 2, }, ||         { xi.item.BIRD_EGG,                  56, 2, }, ||         { xi.item.FLAX_FLOWER,              250, 1, }, ||         { xi.item.PILE_OF_CHOCOBO_BEDDING, 2000, 3, }, ||     }",0
640,chunk_of_copper_ore,NPC_SCRIPT_REFERENCE,LOW,SOURCE_REVIEW,REFERENCE_WITHOUT_ACQUISITION_PROOF,NPC_SCRIPT,scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua,14,"|| entity.onTrigger = function(player, npc) ||     local stock = ||     { ||         { xi.item.ASH_LOG,                96, 2 }, ||         { xi.item.CHESTNUT_LOG,         2826, 2 }, ||         { xi.item.OAK_LOG,              6320, 1 }, ||         { xi.item.CHUNK_OF_COPPER_ORE,    12, 2 }, ||         { xi.item.CHUNK_OF_IRON_ORE,     900, 2 }, ||         { xi.item.CHUNK_OF_MYTHRIL_ORE, 2000, 1 }, ||         { xi.item.CLUMP_OF_MOKO_GRASS,    20, 3 }, ||         { xi.item.BIRD_EGG,               56, 2 }, ||         { xi.item.FLAX_FLOWER,           250, 1 }, ||         { xi.item.MY_FIRST_MAGIC_KIT,   2000, 3 }, ||     }",0
640,chunk_of_copper_ore,SCRIPT_REWARD,MEDIUM,PROTECTED_REVIEW,GENERIC_REWARD_LIKE_CONTEXT,GLOBAL_SCRIPT,scripts/globals/npc_util.lua,248,"|| --[[ ||     Give item(s) to player. ||     If player has inventory space, give items, display message, and return true. ||     If not, do not give items, display a message to indicate this, and return false. ||  ||     Examples of valid items parameter: ||         npcUtil.giveItem(player, xi.item.CHUNK_OF_COPPER_ORE, 1)                                           -- copper ore x1 ||         npcUtil.giveItem(player, { xi.item.CHUNK_OF_COPPER_ORE, 1 , xi.item.CHUNK_OF_TIN_ORE, 1 })         -- copper ore x1, tin ore x1 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 2 } })                                   -- copper ore x2 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 12 }, { xi.item.CHUNK_OF_TIN_ORE, 3 } }) -- copper ore x12 tin ore x3 ||         npcUtil.giveItem(target, { { xi.item.CHUNK_OF_COPPER_ORE, math.randomInt(3, 15) } })                  -- random 3-15 copper ores ||         enum can be found in scripts/enum/item.lua ||  ||     params (table) can contain the following parameters:",0
640,chunk_of_copper_ore,SCRIPT_REWARD,MEDIUM,PROTECTED_REVIEW,GENERIC_REWARD_LIKE_CONTEXT,GLOBAL_SCRIPT,scripts/globals/npc_util.lua,249,"--[[ ||     Give item(s) to player. ||     If player has inventory space, give items, display message, and return true. ||     If not, do not give items, display a message to indicate this, and return false. ||  ||     Examples of valid items parameter: ||         npcUtil.giveItem(player, xi.item.CHUNK_OF_COPPER_ORE, 1)                                           -- copper ore x1 ||         npcUtil.giveItem(player, { xi.item.CHUNK_OF_COPPER_ORE, 1 , xi.item.CHUNK_OF_TIN_ORE, 1 })         -- copper ore x1, tin ore x1 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 2 } })                                   -- copper ore x2 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 12 }, { xi.item.CHUNK_OF_TIN_ORE, 3 } }) -- copper ore x12 tin ore x3 ||         npcUtil.giveItem(target, { { xi.item.CHUNK_OF_COPPER_ORE, math.randomInt(3, 15) } })                  -- random 3-15 copper ores ||         enum can be found in scripts/enum/item.lua ||  ||     params (table) can contain the following parameters: ||",0
640,chunk_of_copper_ore,SCRIPT_REWARD,MEDIUM,PROTECTED_REVIEW,GENERIC_REWARD_LIKE_CONTEXT,GLOBAL_SCRIPT,scripts/globals/npc_util.lua,250,"Give item(s) to player. ||     If player has inventory space, give items, display message, and return true. ||     If not, do not give items, display a message to indicate this, and return false. ||  ||     Examples of valid items parameter: ||         npcUtil.giveItem(player, xi.item.CHUNK_OF_COPPER_ORE, 1)                                           -- copper ore x1 ||         npcUtil.giveItem(player, { xi.item.CHUNK_OF_COPPER_ORE, 1 , xi.item.CHUNK_OF_TIN_ORE, 1 })         -- copper ore x1, tin ore x1 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 2 } })                                   -- copper ore x2 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 12 }, { xi.item.CHUNK_OF_TIN_ORE, 3 } }) -- copper ore x12 tin ore x3 ||         npcUtil.giveItem(target, { { xi.item.CHUNK_OF_COPPER_ORE, math.randomInt(3, 15) } })                  -- random 3-15 copper ores ||         enum can be found in scripts/enum/item.lua ||  ||     params (table) can contain the following parameters: ||  ||     silent (boolean, default false)",0
640,chunk_of_copper_ore,SCRIPT_REWARD,MEDIUM,PROTECTED_REVIEW,GENERIC_REWARD_LIKE_CONTEXT,GLOBAL_SCRIPT,scripts/globals/npc_util.lua,251,"If player has inventory space, give items, display message, and return true. ||     If not, do not give items, display a message to indicate this, and return false. ||  ||     Examples of valid items parameter: ||         npcUtil.giveItem(player, xi.item.CHUNK_OF_COPPER_ORE, 1)                                           -- copper ore x1 ||         npcUtil.giveItem(player, { xi.item.CHUNK_OF_COPPER_ORE, 1 , xi.item.CHUNK_OF_TIN_ORE, 1 })         -- copper ore x1, tin ore x1 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 2 } })                                   -- copper ore x2 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 12 }, { xi.item.CHUNK_OF_TIN_ORE, 3 } }) -- copper ore x12 tin ore x3 ||         npcUtil.giveItem(target, { { xi.item.CHUNK_OF_COPPER_ORE, math.randomInt(3, 15) } })                  -- random 3-15 copper ores ||         enum can be found in scripts/enum/item.lua ||  ||     params (table) can contain the following parameters: ||  ||     silent (boolean, default false) ||         if set, displays no messages",0
640,chunk_of_copper_ore,SCRIPT_REWARD,MEDIUM,PROTECTED_REVIEW,GENERIC_REWARD_LIKE_CONTEXT,GLOBAL_SCRIPT,scripts/globals/npc_util.lua,252,"If not, do not give items, display a message to indicate this, and return false. ||  ||     Examples of valid items parameter: ||         npcUtil.giveItem(player, xi.item.CHUNK_OF_COPPER_ORE, 1)                                           -- copper ore x1 ||         npcUtil.giveItem(player, { xi.item.CHUNK_OF_COPPER_ORE, 1 , xi.item.CHUNK_OF_TIN_ORE, 1 })         -- copper ore x1, tin ore x1 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 2 } })                                   -- copper ore x2 ||         npcUtil.giveItem(player, { { xi.item.CHUNK_OF_COPPER_ORE, 12 }, { xi.item.CHUNK_OF_TIN_ORE, 3 } }) -- copper ore x12 tin ore x3 ||         npcUtil.giveItem(target, { { xi.item.CHUNK_OF_COPPER_ORE, math.randomInt(3, 15) } })                  -- random 3-15 copper ores ||         enum can be found in scripts/enum/item.lua ||  ||     params (table) can contain the following parameters: ||  ||     silent (boolean, default false) ||         if set, displays no messages ||     fromTrade (boolean, default false)",0
